Episode #0 Angle PID Val: Kp 29.544282878767778, Ki 24.262401949823612, Kd 8.794453978080183. X PID Val: Kp 10.711152801412, Ki 4.540861304257912, Kd 6.830010641947561
Episode #751 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #752 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #753 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #754 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #755 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #756 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #757 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #758 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #759 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #760 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #761 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #762 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #763 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #764 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #765 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #766 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #767 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #768 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #769 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #770 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #771 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #772 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #773 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #774 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #775 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #776 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #777 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #778 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #779 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #780 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #781 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #782 Angle PID Val: Kp 32.161082868824494, Ki 5.335185526194615, Kd 12.952693379463945. X PID Val: Kp 9.519505266071814, Ki 1.04442283202677, Kd 12.929646437316654
Episode #783 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #784 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #785 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #786 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #787 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #788 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #789 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #790 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #791 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #792 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #793 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #794 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #795 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #796 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #797 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #798 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #799 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #800 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #801 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #802 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #803 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #804 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #805 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #806 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #807 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #808 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #809 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #810 Angle PID Val: Kp 31.332939589122248, Ki 5.293771573224217, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.177615198669792, Kd 12.933655949405592
Episode #811 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #812 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #813 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #814 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #815 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #816 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #817 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #818 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #819 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #820 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #821 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #822 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #823 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #824 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #825 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #826 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #827 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #828 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #829 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #830 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #831 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #832 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #833 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #834 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #835 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #836 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #837 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #838 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #839 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #840 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #841 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #842 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #843 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #844 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #845 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #846 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #847 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #848 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #849 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #850 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #851 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #852 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #853 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #854 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #855 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #856 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #857 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #858 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #859 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #860 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #861 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #862 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #863 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #864 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #865 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #866 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #867 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #868 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #869 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #870 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #871 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #872 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #873 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #874 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #875 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #876 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #877 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #878 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #879 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #880 Angle PID Val: Kp 31.332939589122248, Ki 4.404787966437009, Kd 12.95027483629282. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #881 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #882 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #883 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #884 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #885 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #886 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #887 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #888 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #889 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #890 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #891 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #892 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #893 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #894 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #895 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #896 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #897 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #898 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #899 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #900 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
Episode #901 Angle PID Val: Kp 31.332939589122248, Ki 4.397045679363643, Kd 12.95031779661186. X PID Val: Kp 9.280049216318023, Ki 1.101632441913221, Kd 12.933655949405592
